algorithm,seed,F_0,F_1,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
nsga2,42,-44.22063992723871,352.5627297770302,352.5627297770302,36.01527199298169,1.9631667421452195,128.49522325268916,28.263260917519556,849.8272009450957,927.8857043725386,28.0
nsga2,42,-44.220639927238906,352.56272977703344,352.56272977703344,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009450925,927.8857043725386,28.0
nsga2,42,-44.2206399272385,352.5627297770269,352.5627297770269,36.01527199298169,1.9631667421452268,128.49522325268916,28.263260917519553,849.8272009450991,927.8857043725386,28.0
nsga2,42,-44.22063992723956,352.56272977704384,352.56272977704384,36.01527199298169,1.9631667421452268,128.49522325268916,28.263260917519556,849.8272009450818,927.8857043725386,28.0
nsga2,42,-44.2206399272393,352.5627297770396,352.5627297770396,36.01527199298169,1.9631667421452283,128.49522325268916,28.263260917519556,849.8272009450864,927.8857043725386,28.0
nsga2,42,-44.22063992723916,352.56272977703753,352.56272977703753,36.01527199298169,1.9631667421452257,128.49522325268916,28.263260917519556,849.8272009450884,927.8857043725386,28.0
nsga2,42,-44.22063992723821,352.56272977702247,352.56272977702247,36.01527199298169,1.963166742145218,128.49522325268916,28.263260917519556,849.8272009451032,927.8857043725386,28.0
nsga2,42,-44.220639927237244,352.562729777007,352.562729777007,36.01527199298169,1.9631667421452277,128.49522325268916,28.263260917519556,849.8272009451188,927.8857043725386,28.0
nsga2,42,-44.22063992723912,352.5627297770368,352.5627297770368,36.01527199298169,1.9631667421452277,128.49522325268916,28.263260917519553,849.8272009450889,927.8857043725386,28.0
nsga2,42,-44.220639927238096,352.5627297770204,352.5627297770204,36.01527199298169,1.9631667421452206,128.49522325268916,28.263260917519556,849.8272009451053,927.8857043725386,28.0
nsga2,42,-44.22063992723699,352.56272977700286,352.56272977700286,36.01527199298169,1.9631667421452272,128.49522325268916,28.263260917519553,849.8272009451227,927.8857043725386,28.0
nsga2,42,-44.22063992723839,352.56272977702514,352.56272977702514,36.01527199298169,1.9631667421452308,128.49522325268916,28.263260917519556,849.8272009451007,927.8857043725386,28.0
nsga2,42,-44.22063992723808,352.5627297770203,352.5627297770203,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009451055,927.8857043725386,28.0
nsga2,42,-44.2206399272378,352.5627297770158,352.5627297770158,36.01527199298169,1.9631667421452297,128.49522325268916,28.263260917519556,849.8272009451098,927.8857043725386,28.0
nsga2,42,-44.22063992723815,352.56272977702145,352.56272977702145,36.01527199298169,1.9631667421452277,128.49522325268916,28.263260917519556,849.8272009451043,927.8857043725386,28.0
nsga2,42,-44.22063992723884,352.56272977703236,352.56272977703236,36.01527199298169,1.963166742145228,128.49522325268916,28.263260917519556,849.8272009450936,927.8857043725386,28.0
nsga2,42,-44.220639927238885,352.56272977703316,352.56272977703316,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009450925,927.8857043725386,28.0
nsga2,42,-44.220639927238466,352.56272977702633,352.56272977702633,36.01527199298169,1.9631667421452272,128.49522325268916,28.263260917519553,849.8272009450995,927.8857043725386,28.0
nsga2,42,-44.22063992723771,352.56272977701434,352.56272977701434,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009451116,927.8857043725386,28.0
nsga2,42,-44.22063992723924,352.56272977703884,352.56272977703884,36.01527199298169,1.9631667421452006,128.49522325268916,28.263260917519556,849.8272009450868,927.8857043725386,28.0
nsga2,42,-44.22063992723947,352.5627297770423,352.5627297770423,36.01527199298169,1.9631667421452232,128.49522325268916,28.263260917519556,849.8272009450836,927.8857043725386,28.0
nsga2,42,-44.220639927239475,352.56272977704236,352.56272977704236,36.01527199298169,1.9631667421452232,128.49522325268916,28.263260917519556,849.8272009450836,927.8857043725386,28.0
nsga2,42,-44.22063992723816,352.5627297770215,352.5627297770215,36.01527199298169,1.9631667421452277,128.49522325268916,28.263260917519556,849.8272009451043,927.8857043725386,28.0
nsga2,42,-44.22063992723774,352.5627297770149,352.5627297770149,36.01527199298169,1.9631667421452195,128.49522325268916,28.263260917519556,849.8272009451109,927.8857043725386,28.0
nsga2,42,-44.22063992723754,352.5627297770116,352.5627297770116,36.01527199298169,1.9631667421452164,128.49522325268916,28.263260917519556,849.8272009451143,927.8857043725386,28.0
nsga2,42,-44.220639927237116,352.5627297770049,352.5627297770049,36.01527199298169,1.9631667421452235,128.49522325268916,28.263260917519556,849.8272009451209,927.8857043725386,28.0
nsga2,42,-44.22063992723797,352.56272977701843,352.56272977701843,36.01527199298169,1.9631667421452192,128.49522325268916,28.263260917519556,849.8272009451075,927.8857043725386,28.0
nsga2,42,-44.22063992723703,352.5627297770035,352.5627297770035,36.01527199298169,1.9631667421452252,128.49522325268916,28.263260917519556,849.8272009451223,927.8857043725386,28.0
nsga2,42,-44.22063992723873,352.5627297770307,352.5627297770307,36.01527199298169,1.963166742145219,128.49522325268916,28.263260917519556,849.827200945095,927.8857043725386,28.0
nsga2,42,-44.22063992723933,352.5627297770401,352.5627297770401,36.01527199298169,1.9631667421452297,128.49522325268916,28.263260917519556,849.8272009450859,927.8857043725386,28.0
nsga2,42,-44.22063992723907,352.562729777036,352.562729777036,36.01527199298169,1.9631667421452286,128.49522325268916,28.263260917519556,849.82720094509,927.8857043725386,28.0
nsga2,42,-44.220639927239034,352.56272977703543,352.56272977703543,36.01527199298169,1.963166742145229,128.49522325268916,28.263260917519556,849.8272009450903,927.8857043725386,28.0
nsga2,42,-44.22063992723767,352.56272977701383,352.56272977701383,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009451118,927.8857043725386,28.0
nsga2,42,-44.22063992723717,352.5627297770057,352.5627297770057,36.01527199298169,1.9631667421452252,128.49522325268916,28.263260917519556,849.8272009451202,927.8857043725386,28.0
nsga2,42,-44.220639927238,352.56272977701894,352.56272977701894,36.01527199298169,1.9631667421452272,128.49522325268916,28.263260917519553,849.8272009451067,927.8857043725386,28.0
nsga2,42,-44.22063992723777,352.56272977701536,352.56272977701536,36.01527199298169,1.963166742145219,128.49522325268916,28.263260917519556,849.8272009451105,927.8857043725386,28.0
nsga2,42,-44.2206399272375,352.562729777011,352.562729777011,36.01527199298169,1.9631667421452261,128.49522325268916,28.263260917519553,849.827200945115,927.8857043725386,28.0
nsga2,42,-44.220639927237585,352.5627297770124,352.5627297770124,36.01527199298169,1.963166742145229,128.49522325268916,28.263260917519556,849.8272009451133,927.8857043725386,28.0
nsga2,42,-44.220639927238764,352.56272977703117,352.56272977703117,36.01527199298169,1.9631667421452201,128.49522325268916,28.263260917519556,849.8272009450948,927.8857043725386,28.0
nsga2,42,-44.22063992723716,352.5627297770056,352.5627297770056,36.01527199298169,1.9631667421452252,128.49522325268916,28.263260917519556,849.8272009451202,927.8857043725386,28.0
nsga2,42,-44.22063992723854,352.5627297770276,352.5627297770276,36.01527199298169,1.9631667421452281,128.49522325268916,28.263260917519556,849.8272009450981,927.8857043725386,28.0
nsga2,42,-44.220639927239255,352.56272977703895,352.56272977703895,36.01527199298169,1.9631667421452306,128.49522325268916,28.263260917519556,849.8272009450868,927.8857043725386,28.0
nsga2,42,-44.22063992723703,352.5627297770035,352.5627297770035,36.01527199298169,1.9631667421452275,128.49522325268916,28.263260917519556,849.8272009451223,927.8857043725386,28.0
nsga2,42,-44.22063992723788,352.5627297770172,352.5627297770172,36.01527199298169,1.9631667421452041,128.49522325268916,28.263260917519556,849.8272009451084,927.8857043725386,28.0
nsga2,42,-44.22063992723909,352.5627297770364,352.5627297770364,36.01527199298169,1.9631667421452277,128.49522325268916,28.263260917519553,849.8272009450893,927.8857043725386,28.0
nsga2,42,-44.220639927239006,352.56272977703514,352.56272977703514,36.01527199298169,1.9631667421452283,128.49522325268916,28.263260917519556,849.8272009450905,927.8857043725386,28.0
nsga2,42,-44.220639927237094,352.5627297770047,352.5627297770047,36.01527199298169,1.9631667421452235,128.49522325268916,28.263260917519556,849.8272009451209,927.8857043725386,28.0
nsga2,42,-44.220639927239525,352.56272977704333,352.56272977704333,36.01527199298169,1.9631667421452046,128.49522325268916,28.263260917519556,849.8272009450824,927.8857043725386,28.0
nsga2,42,-44.22063992723879,352.56272977703145,352.56272977703145,36.01527199298169,1.963166742145232,128.49522325268916,28.263260917519556,849.8272009450945,927.8857043725386,28.0
nsga2,42,-44.22063992723788,352.5627297770172,352.5627297770172,36.01527199298169,1.9631667421452255,128.49522325268916,28.263260917519556,849.8272009451085,927.8857043725386,28.0
nsga2,42,-44.22063992723842,352.5627297770257,352.5627297770257,36.01527199298169,1.9631667421452283,128.49522325268916,28.263260917519556,849.8272009451,927.8857043725386,28.0
nsga2,42,-44.220639927237464,352.5627297770106,352.5627297770106,36.01527199298169,1.9631667421452264,128.49522325268916,28.263260917519556,849.8272009451151,927.8857043725386,28.0
nsga2,42,-44.22063992723696,352.56272977700235,352.56272977700235,36.01527199298169,1.9631667421452286,128.49522325268916,28.263260917519556,849.8272009451236,927.8857043725386,28.0
nsga2,42,-44.22063992723763,352.5627297770129,352.5627297770129,36.01527199298169,1.963166742145202,128.49522325268916,28.263260917519553,849.827200945113,927.8857043725386,28.0
nsga2,42,-44.220639927238985,352.56272977703463,352.56272977703463,36.01527199298169,1.963166742145228,128.49522325268916,28.263260917519556,849.8272009450914,927.8857043725386,28.0
nsga2,42,-44.22063992723793,352.56272977701803,352.56272977701803,36.01527199298169,1.963166742145219,128.49522325268916,28.263260917519556,849.8272009451075,927.8857043725386,28.0
nsga2,42,-44.22063992723939,352.5627297770411,352.5627297770411,36.01527199298169,1.9631667421452295,128.49522325268916,28.263260917519556,849.8272009450845,927.8857043725386,28.0
nsga2,42,-44.22063992723919,352.562729777038,352.562729777038,36.01527199298169,1.9631667421452283,128.49522325268916,28.263260917519556,849.8272009450878,927.8857043725386,28.0
nsga2,42,-44.22063992723835,352.56272977702463,352.56272977702463,36.01527199298169,1.9631667421452181,128.49522325268916,28.263260917519553,849.8272009451013,927.8857043725386,28.0
nsga2,42,-44.22063992723753,352.5627297770114,352.5627297770114,36.01527199298169,1.9631667421452326,128.49522325268916,28.263260917519556,849.8272009451146,927.8857043725386,28.0
nsga2,42,-44.22063992723844,352.5627297770259,352.5627297770259,36.01527199298169,1.9631667421452281,128.49522325268916,28.263260917519556,849.8272009450999,927.8857043725386,28.0
nsga2,42,-44.220639927239525,352.56272977704333,352.56272977704333,36.01527199298169,1.963166742145204,128.49522325268916,28.263260917519556,849.8272009450824,927.8857043725386,28.0
nsga2,42,-44.22063992723941,352.5627297770414,352.5627297770414,36.01527199298169,1.9631667421452295,128.49522325268916,28.263260917519556,849.8272009450845,927.8857043725386,28.0
nsga2,42,-44.22063992723896,352.56272977703435,352.56272977703435,36.01527199298169,1.9631667421452013,128.49522325268916,28.263260917519556,849.8272009450914,927.8857043725386,28.0
nsga2,42,-44.220639927237215,352.5627297770065,352.5627297770065,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009451191,927.8857043725386,28.0
nsga2,42,-44.22063992723828,352.56272977702343,352.56272977702343,36.01527199298169,1.9631667421452303,128.49522325268916,28.263260917519556,849.8272009451023,927.8857043725386,28.0
nsga2,42,-44.22063992723919,352.562729777038,352.562729777038,36.01527199298169,1.963166742145229,128.49522325268916,28.263260917519556,849.8272009450877,927.8857043725386,28.0
nsga2,42,-44.220639927237094,352.5627297770047,352.5627297770047,36.01527199298169,1.9631667421452235,128.49522325268916,28.263260917519556,849.827200945121,927.8857043725386,28.0
nsga2,42,-44.22063992723855,352.56272977702776,352.56272977702776,36.01527199298169,1.963166742145228,128.49522325268916,28.263260917519556,849.8272009450982,927.8857043725386,28.0
nsga2,42,-44.22063992723828,352.56272977702343,352.56272977702343,36.01527199298169,1.9631667421452283,128.49522325268916,28.263260917519556,849.8272009451023,927.8857043725386,28.0
nsga2,42,-44.22063992723831,352.5627297770239,352.5627297770239,36.01527199298169,1.9631667421452277,128.49522325268916,28.263260917519556,849.8272009451019,927.8857043725386,28.0
nsga2,42,-44.22063992723759,352.5627297770126,352.5627297770126,36.01527199298169,1.9631667421452261,128.49522325268916,28.263260917519556,849.827200945113,927.8857043725386,28.0
nsga2,42,-44.220639927237215,352.5627297770065,352.5627297770065,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009451192,927.8857043725386,28.0
nsga2,42,-44.22063992723768,352.56272977701394,352.56272977701394,36.01527199298169,1.9631667421452221,128.49522325268916,28.263260917519553,849.8272009451116,927.8857043725386,28.0
nsga2,42,-44.22063992723835,352.56272977702463,352.56272977702463,36.01527199298169,1.9631667421452181,128.49522325268916,28.263260917519553,849.8272009451014,927.8857043725386,28.0
nsga2,42,-44.22063992723793,352.56272977701803,352.56272977701803,36.01527199298169,1.9631667421452192,128.49522325268916,28.263260917519556,849.8272009451075,927.8857043725386,28.0
nsga2,42,-44.220639927237436,352.56272977700996,352.56272977700996,36.01527199298169,1.963166742145205,128.49522325268916,28.263260917519556,849.8272009451159,927.8857043725386,28.0
nsga2,42,-44.22063992723896,352.56272977703435,352.56272977703435,36.01527199298169,1.9631667421452008,128.49522325268916,28.263260917519556,849.8272009450914,927.8857043725386,28.0
nsga2,42,-44.22063992723941,352.5627297770414,352.5627297770414,36.01527199298169,1.9631667421452013,128.49522325268916,28.263260917519556,849.8272009450845,927.8857043725386,28.0
nsga2,42,-44.220639927239354,352.56272977704054,352.56272977704054,36.01527199298169,1.963166742145219,128.49522325268916,28.263260917519556,849.8272009450853,927.8857043725386,28.0
nsga2,42,-44.22063992723936,352.5627297770408,352.5627297770408,36.01527199298169,1.9631667421452201,128.49522325268916,28.263260917519556,849.8272009450848,927.8857043725386,28.0
nsga2,42,-44.22063992723831,352.5627297770239,352.5627297770239,36.01527199298169,1.9631667421452297,128.49522325268916,28.263260917519556,849.827200945102,927.8857043725386,28.0
nsga2,42,-44.220639927237436,352.56272977700996,352.56272977700996,36.01527199298169,1.9631667421452266,128.49522325268916,28.263260917519556,849.8272009451159,927.8857043725386,28.0
nsga2,42,-44.22063992723823,352.5627297770227,352.5627297770227,36.01527199298169,1.963166742145218,128.49522325268916,28.263260917519556,849.8272009451032,927.8857043725386,28.0
nsga2,42,-44.22063992723745,352.56272977701025,352.56272977701025,36.01527199298169,1.9631667421452264,128.49522325268916,28.263260917519556,849.8272009451155,927.8857043725386,28.0
nsga2,42,-44.22063992723881,352.562729777032,352.562729777032,36.01527199298169,1.9631667421452235,128.49522325268916,28.263260917519556,849.8272009450936,927.8857043725386,28.0
nsga2,42,-44.22063992723855,352.56272977702776,352.56272977702776,36.01527199298169,1.963166742145228,128.49522325268916,28.263260917519556,849.8272009450981,927.8857043725386,28.0
nsga2,42,-44.22063992723763,352.5627297770129,352.5627297770129,36.01527199298169,1.9631667421452024,128.49522325268916,28.263260917519553,849.827200945113,927.8857043725386,28.0
nsga2,42,-44.22063992723823,352.5627297770227,352.5627297770227,36.01527199298169,1.9631667421452017,128.49522325268916,28.263260917519556,849.8272009451031,927.8857043725386,28.0
nsga3,42,-43.82442634521216,333.52074501343384,333.52074501343384,202.05110251998136,12.852252134371197,230.41439182686352,16.92173602506944,841.5627535514121,687.6895769288685,28.0
nsga3,42,-43.824426345212174,333.520745013434,333.520745013434,202.05110251998136,12.85225213437118,230.41439182686352,16.92173602506944,841.5627535514121,687.6895769288684,28.0
nsga3,42,-43.82442634521214,333.52074501343355,333.52074501343355,202.05110251998136,12.852252134371408,230.41439182686352,16.92173602506944,841.5627535514121,687.6895769288686,28.0
nsga3,42,-43.824426345212096,333.5207450134332,333.5207450134332,202.05110251998136,12.8522521343714,230.41439182686352,16.92173602506944,841.5627535514124,687.6895769288686,28.0
nsga3,42,-43.82442634521212,333.5207450134333,333.5207450134333,202.05110251998136,12.852252134371401,230.41439182686352,16.92173602506944,841.5627535514124,687.6895769288686,28.0
nsga3,42,-43.824426345212125,333.52074501343344,333.52074501343344,202.05110251998136,12.8522521343714,230.41439182686352,16.92173602506944,841.5627535514121,687.6895769288686,28.0
nsga3,42,-43.82442634521209,333.52074501343316,333.52074501343316,202.05110251998136,12.852252134371398,230.41439182686352,16.92173602506944,841.5627535514124,687.6895769288686,28.0
nsga3,42,-43.82442634521215,333.5207450134338,333.5207450134338,202.05110251998136,12.8522521343714,230.41439182686352,16.92173602506944,841.5627535514121,687.6895769288684,28.0
nsga3,42,-43.824426345212146,333.52074501343367,333.52074501343367,202.05110251998136,12.852252134371325,230.41439182686352,16.92173602506944,841.5627535514121,687.6895769288686,28.0
