algorithm,seed,F_0,F_1,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12
nsga2,42,19280.60666985784,4063.6492503585196,237.2446544059846,187.42117637620927,132.56286120456576,142.6824582053285,179.27011578085518,149.07058623694016,165.16262906668558,153.92482235923984,176.73830588601527,91.51299905939482,73.34488823733035,55.02282242786993,55.7185644452948
nsga2,42,19351.45299578896,3992.130001414807,212.21573625206005,133.36394386811946,135.0985225637851,142.80618251637097,179.0452507346571,142.49990151542445,165.17124942539405,152.72849718420622,178.7973747348796,97.06785581746954,102.69619676035713,56.46614000581506,101.55822893436397
nsga2,42,19268.149392418563,4072.0703441022283,272.69989273856385,149.46792694670995,139.35478837394638,154.4961272240881,179.18753718230647,132.02070658610074,175.24162142546436,172.84279122866957,178.06579279140163,92.20330307301131,43.70476018538055,55.07437168806228,55.145412722841854
nsga2,42,19233.006387142555,4194.741112817529,311.5770358273239,205.62755932709914,185.77068387004329,145.20404357787706,178.0212597985462,135.3014796326114,170.03500131310642,87.81127973246738,179.3056058356363,49.79581313210464,40.88774074945523,55.01256454080197,55.403922202845294
nsga2,42,19261.72201712943,4093.3004575951477,249.76575872775348,153.42139538820928,185.76544854554436,130.7534713924141,179.00777956775994,153.83976325891874,175.28196059839652,154.02150027967937,177.91590500657026,53.26267398713273,73.987575701574,57.40631445644456,55.09861975726854
nsga2,42,19271.768176321075,4071.0250484073267,271.0629749265474,149.46792694670995,139.2894157085131,154.65525400252247,178.01558731508388,133.098546909088,175.24162142546436,173.0188510711606,178.04350137333637,92.20330307301131,45.5872279573624,55.012853650324224,55.14309565463648
nsga2,42,19256.93795939942,4111.592786366748,237.64272793642974,187.4210422398684,186.26241392957024,140.64554374295903,179.54913586912275,135.45184101952017,163.74863975584614,153.93086190831593,175.77648627757324,54.36605857136242,73.97178446269416,55.12359617706375,55.64444299481762
nsga2,42,19260.11011896991,4094.7776917506017,249.76515128288705,153.41502709722803,187.21029149597828,130.7534713924141,178.60515368974524,153.83939857033153,175.27436987894623,154.0270006899321,177.91587544120367,54.32311234083602,73.987575701574,55.296449017625164,55.135516203702096
nsga2,42,19308.3859453645,4010.697892823207,234.47734080723683,147.27489352912949,113.34765873505623,156.09253506845857,178.96030956075322,142.34825586842925,174.76909511783185,153.86303681395094,178.00477805768102,97.65222892279327,108.21190410372279,57.72322664645756,56.798900373417375
nsga2,42,19348.42440066938,4000.4885612741655,211.85172777601016,133.27450090855712,146.8857231336679,135.66149747975342,177.93353808544956,142.96536411864244,165.1528553522902,154.4106167428163,179.51236696515573,91.67999904055195,102.82845483045946,55.07832699874176,102.48781620783433
nsga2,42,19304.843644712877,4014.88513033274,234.4936044387526,147.72301222486664,120.11013346487479,151.4204018520314,178.99837780249027,139.318694763405,176.62088477340563,156.22322484038222,178.20845400833002,99.13754447450867,104.54264378940985,57.70203414508885,55.14547749937167
nsga2,42,19281.888642073976,4060.5685997601727,235.2100875827406,184.41959778496238,146.34572856075508,135.57986404091744,179.82463770272633,127.27271624274661,165.33010700196508,154.06725362314248,177.92599956372592,80.66822192176281,101.58314370112333,55.237227325277246,56.03909364559186
nsga2,42,19282.5923607132,4060.12309514712,234.5014438533557,184.41959778496238,146.5537524131942,135.29678800897634,179.81260958666113,127.27271624274661,165.33010700196508,154.06725362314248,177.92599956372592,80.66822192176281,102.42997170879893,55.229532676789844,56.03909364559186
nsga2,42,19287.799505525774,4042.589108676858,237.33525646265545,152.28395011299457,148.09150451704193,151.4204018520314,178.99837780249027,139.31806513051282,172.91985685899655,153.92061296647643,178.08849620048207,99.13754447450867,75.58613265739763,57.489960573549446,55.130817379974324
nsga2,42,19292.024503395223,4034.0085614867485,250.9973774598467,150.77380625651398,131.5113354568216,142.98883946470514,179.03569197594288,135.37838894742674,169.9742595198974,153.9202223310515,179.319082499601,92.10629062903791,103.3786371395388,55.12115931919274,55.04222247085655
nsga2,42,19356.74319301234,3985.9862233233853,203.03716240615483,132.49060002000695,134.51292474118586,137.58197464201007,178.6270283895461,134.37945142410197,172.30619617266564,163.22939802730264,179.51076847157992,100.76179846407246,104.7863757822961,55.05465388493064,103.35192159807714
nsga3,42,19264.53570985799,4099.959332026438,275.18470161579745,176.10472803638189,163.34017378410897,141.99866976671012,168.52498598253285,103.3261319831383,177.33815306399737,152.69530998021762,177.35971499851613,83.31090303358985,70.29219274160816,55.243836257208166,55.00693768579995
nsga3,42,19332.891648734872,3994.4537871855796,211.41096740792884,140.6496841381668,127.2129071850768,165.83085617258314,174.39360631940082,121.10576557884684,169.02115243228064,164.04039293766132,179.81132194174512,108.6726223988901,100.74747158561507,80.3969986504657,56.20885724158445
nsga3,42,19290.234423565926,4029.8279469326826,221.6443631875664,154.95347883046827,141.40430473332424,163.61127010301814,168.27915554487052,133.45965672850664,169.2568487207446,173.0043011134429,179.2798096691803,87.96551375129313,96.3440937551848,55.25330167729343,55.05203112354062
nsga3,42,19301.22475131493,4011.217113737856,221.60624757510976,133.30800223954037,140.25653116208986,165.02120426157092,179.97033588496868,133.6115147571903,174.81155977800927,160.73171215896016,178.08677735794853,102.39991976582384,99.58943998411924,55.11460635063823,55.00516296752049
nsga3,42,19269.59709632225,4074.7786364042277,246.72286189611296,147.12389193047824,178.36328998760945,165.57392803935136,173.79229521228976,133.61822189514743,168.9075871107099,146.69045495809024,179.7392404801395,79.29636606019828,69.5334326388316,55.12634438299242,55.01435193823933
nsga3,42,19294.8799911291,4020.1167559510004,221.802185189052,148.074528272363,132.27429808748752,164.9499288329834,179.77023720866774,133.60973882810717,169.12526585756808,172.91009874813517,179.10029409062506,87.90437482872679,99.67455432215951,55.24658181835489,55.06880673521095
nsga3,42,19306.21797207063,4003.9490240790046,222.31563995902084,134.13159804768557,128.92750078875804,165.65468758743785,179.93343021600356,136.7492522662091,169.0219443237215,163.9453506531743,179.46712633074472,108.88247907279697,100.33381811943568,55.126388851940625,55.01934359235436
nsga3,42,19274.51664332005,4057.313652609847,235.07451887825286,167.12280570801227,141.47580939450873,165.00428201595594,179.76034541629568,125.88168826369329,174.9506329590858,173.78281416502136,177.82296284117277,78.98228517834694,69.69467501051318,55.00119000811571,55.04696564039837
nsga3,42,19285.813660984797,4040.7762017764435,232.64763788127655,150.58033213912782,153.63949270880835,160.19034976074192,178.75973996571918,117.62179115174554,174.63911036895854,160.79839472640623,179.90428294250955,100.99376452750084,79.66036278070996,55.11544365236381,55.00536499651858
nsga3,42,19256.327930282245,4116.471160494139,275.2300013094399,176.02560817387715,178.37792309373557,147.17061828416618,168.709796186478,134.0254656934645,174.91066385998545,121.00687888648366,177.2318840066872,77.46267341406018,58.737940782905675,55.18167964704837,55.51521219350126
